"","UBIGEO","REGION","PROVINCIA","DISTRITO","0-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85+","TD_0_14","TD_60_MAS","TD_15_59","TDD_0_14","TDD_15_64","TDD_65_MAS","TDD_PER","TDD_JOVE","TDD_VEJEZ","TASA_BONO","BONO","IND_ENVEJ","RA_POTENCIAL","RA_PADRES","cluster","cluster_nombre"
"1443","151012","DEPARTAMENTO DE LIMA 2/","YAUYOS","HONGOS",30,18,18,20,22,23,21,17,23,26,18,18,22,19,17,16,23,15,66,112,188,66,210,90,74.2857142857143,31.4285714285714,42.8571428571429,57.3770491803279,1,169.69696969697,2.33333333333333,65.5172413793103,2,"Alta Dependencia por envejecimiento"
"1444","151013","DEPARTAMENTO DE LIMA 2/","YAUYOS","HUAMPARA",16,2,2,4,5,9,11,11,10,10,12,19,13,16,14,10,10,18,20,81,91,20,104,68,84.6153846153846,19.2307692307692,65.3846153846154,54.1666666666667,0,405,1.52941176470588,63.6363636363636,2,"Alta Dependencia por envejecimiento"
"1445","151014","DEPARTAMENTO DE LIMA 2/","YAUYOS","HUANCAYA",18,23,26,31,28,37,34,37,33,37,54,50,34,38,25,24,17,25,67,163,341,67,375,129,52.2666666666667,17.8666666666667,34.4,65.6742556917688,1,243.283582089552,2.90697674418605,30.4347826086957,2,"Alta Dependencia por envejecimiento"
"1446","151015","DEPARTAMENTO DE LIMA 2/","YAUYOS","HUANGASCAR",28,22,27,41,38,51,33,35,35,48,51,52,40,38,35,25,22,36,77,196,384,77,424,156,54.9528301886792,18.1603773584906,36.7924528301887,64.5357686453577,1,254.545454545455,2.71794871794872,40.5594405594406,2,"Alta Dependencia por envejecimiento"
"1447","151016","DEPARTAMENTO DE LIMA 2/","YAUYOS","HUANTAN",32,49,46,66,65,72,53,66,47,62,66,79,50,69,44,35,31,36,127,265,576,127,626,215,54.6325878594249,20.2875399361022,34.3450479233227,64.6694214876033,1,208.661417322835,2.91162790697674,34.3589743589744,2,"Alta Dependencia por envejecimiento"
"1448","151017","DEPARTAMENTO DE LIMA 2/","YAUYOS","HUAÑEC",15,15,15,19,17,24,37,25,25,31,39,47,31,30,22,17,30,33,45,163,264,45,295,132,60,15.2542372881356,44.7457627118644,62.5,1,362.222222222222,2.23484848484848,53.8461538461538,2,"Alta Dependencia por envejecimiento"
"1449","151018","DEPARTAMENTO DE LIMA 2/","YAUYOS","LARAOS",34,19,19,23,27,29,20,19,35,21,27,21,30,30,25,18,21,18,72,142,222,72,252,112,73.015873015873,28.5714285714286,44.4444444444444,57.7981651376147,1,197.222222222222,2.25,50,2,"Alta Dependencia por envejecimiento"
"1450","151019","DEPARTAMENTO DE LIMA 2/","YAUYOS","LINCHA",45,36,39,58,82,80,66,57,66,69,65,54,53,34,19,19,25,14,120,164,597,120,650,111,35.5384615384615,18.4615384615385,17.0769230769231,73.7797956867196,1,136.666666666667,5.85585585585586,22.6744186046512,5,"Alta Depedencia por juventud"
"1451","151020","DEPARTAMENTO DE LIMA 2/","YAUYOS","MADEAN",50,29,35,52,49,40,39,39,37,38,39,54,35,30,25,17,11,18,114,136,387,114,422,101,50.9478672985782,27.0142180094787,23.9336492890995,66.2480376766091,1,119.298245614035,4.17821782178218,22.65625,5,"Alta Depedencia por juventud"
"1452","151021","DEPARTAMENTO DE LIMA 2/","YAUYOS","MIRAFLORES",8,10,10,17,10,12,10,10,12,12,19,10,9,14,9,9,9,11,28,61,112,28,121,52,66.1157024793389,23.1404958677686,42.9752066115703,60.1990049751244,1,217.857142857143,2.32692307692308,52.6315789473684,2,"Alta Dependencia por envejecimiento"
"1453","151022","DEPARTAMENTO DE LIMA 2/","YAUYOS","OMAS",25,22,23,32,28,32,42,36,38,43,52,68,44,45,36,31,31,50,70,237,371,70,415,193,63.3734939759036,16.8674698795181,46.5060240963855,61.2094395280236,1,338.571428571429,2.15025906735751,49.390243902439,2,"Alta Dependencia por envejecimiento"
"1454","151023","DEPARTAMENTO DE LIMA 2/","YAUYOS","PUTINZA",32,18,21,33,33,32,38,36,47,43,31,43,36,35,18,24,16,17,71,146,336,71,372,110,48.6559139784946,19.0860215053763,29.5698924731183,67.2694394213381,1,205.633802816901,3.38181818181818,30,5,"Alta Depedencia por juventud"
"1455","151024","DEPARTAMENTO DE LIMA 2/","YAUYOS","QUINCHES",10,17,24,38,31,34,26,29,41,38,40,47,56,41,47,44,33,50,51,271,324,51,380,215,70,13.4210526315789,56.578947368421,58.8235294117647,1,531.372549019608,1.76744186046512,58.041958041958,2,"Alta Dependencia por envejecimiento"
"1456","151025","DEPARTAMENTO DE LIMA 2/","YAUYOS","QUINOCAY",44,18,24,34,26,27,30,34,40,38,62,47,50,48,27,33,35,33,86,226,338,86,388,176,67.5257731958763,22.1649484536082,45.360824742268,59.6923076923077,1,262.790697674419,2.20454545454545,42.7672955974843,2,"Alta Dependencia por envejecimiento"
"1457","151026","DEPARTAMENTO DE LIMA 2/","YAUYOS","SAN JOAQUÍN",6,4,2,11,22,41,27,16,17,31,24,27,20,10,11,10,15,6,12,72,216,12,236,52,27.1186440677966,5.08474576271187,22.0338983050847,78.6666666666667,1,600,4.53846153846154,29.5774647887324,5,"Alta Depedencia por juventud"
"1458","151027","DEPARTAMENTO DE LIMA 2/","YAUYOS","SAN PEDRO DE PILAS",13,11,13,31,26,21,21,23,21,31,27,29,44,23,23,23,24,55,37,192,230,37,274,148,67.5182481751825,13.5036496350365,54.014598540146,59.6949891067538,1,518.918918918919,1.85135135135135,79,2,"Alta Dependencia por envejecimiento"
"1459","151028","DEPARTAMENTO DE LIMA 2/","YAUYOS","TANTA",29,20,21,41,41,51,40,34,28,37,36,39,27,17,21,10,14,9,70,98,347,70,374,71,37.7005347593583,18.716577540107,18.9839572192513,72.621359223301,1,140,5.26760563380282,22.5490196078431,5,"Alta Depedencia por juventud"
"1460","151029","DEPARTAMENTO DE LIMA 2/","YAUYOS","TAURIPAMPA",25,15,16,22,31,35,36,37,37,45,45,36,50,41,29,28,29,39,56,216,324,56,374,166,59.3582887700535,14.9732620320856,44.3850267379679,62.751677852349,1,385.714285714286,2.25301204819277,51.9083969465649,2,"Alta Dependencia por envejecimiento"
"1461","151030","DEPARTAMENTO DE LIMA 2/","YAUYOS","TOMAS",22,22,25,30,49,53,43,38,44,44,32,39,47,34,18,23,12,7,69,141,372,69,419,94,38.9021479713604,16.4677804295943,22.4343675417661,71.9931271477663,1,204.347826086957,4.45744680851064,16.1016949152542,5,"Alta Depedencia por juventud"
"1462","151031","DEPARTAMENTO DE LIMA 2/","YAUYOS","TUPE",42,31,38,49,34,33,35,38,37,35,42,46,34,24,32,24,22,28,111,164,349,111,383,130,62.9242819843342,28.9817232375979,33.9425587467363,61.3782051282051,1,147.747747747748,2.94615384615385,40.9836065573771,2,"Alta Dependencia por envejecimiento"
"1463","151032","DEPARTAMENTO DE LIMA 2/","YAUYOS","VIÑAC",141,97,115,145,123,114,109,108,98,119,105,114,105,77,87,55,49,47,353,420,1035,353,1140,315,58.5964912280702,30.9649122807018,27.6315789473684,63.0530973451327,1,118.980169971671,3.61904761904762,29.6296296296296,2,"Alta Dependencia por envejecimiento"
"1464","151033","DEPARTAMENTO DE LIMA 2/","YAUYOS","VITIS",13,6,6,29,19,32,13,12,25,24,29,25,26,17,31,14,18,19,25,125,208,25,234,99,52.991452991453,10.6837606837607,42.3076923076923,65.3631284916201,1,500,2.36363636363636,46.25,2,"Alta Dependencia por envejecimiento"
"1465","160101","LORETO","MAYNAS","IQUITOS",9809,12778,11913,11651,10458,11318,11969,12753,12018,10119,8106,7268,6630,5527,4219,2659,1502,1313,34500,21850,95660,34500,102290,15220,48.6069019454492,33.7276371101769,14.8792648352723,67.2916255509506,1,63.3333333333333,6.72076215505913,12.7931285220869,3,"Bono demográfico activo"
"1466","160102","LORETO","MAYNAS","ALTO NANAY",426,368,459,421,315,280,268,290,254,250,172,141,118,109,78,68,32,34,1253,439,2391,1253,2509,321,62.7341570346752,49.9402152251893,12.7939418094859,61.4499142787166,1,35.0359138068635,7.81619937694704,15.3132250580046,1,"Depedencia juvenil moderada"
"1467","160103","LORETO","MAYNAS","FERNANDO LORES",1777,1419,1665,1740,1253,1185,992,1008,940,816,650,531,492,369,324,269,146,135,4861,1735,9115,4861,9607,1243,63.5370042677214,50.5985219111065,12.938482356615,61.1482400865636,1,35.6922443941576,7.7288817377313,16.7961745367603,1,"Depedencia juvenil moderada"
"1468","160104","LORETO","MAYNAS","INDIANA",1472,1438,1360,1400,1020,958,858,820,684,671,522,432,367,331,250,204,109,110,4270,1371,7365,4270,7732,1004,68.2100362131402,55.2250387997931,12.9849974133471,59.4494848531447,1,32.1077283372365,7.70119521912351,16.5783497350492,1,"Depedencia juvenil moderada"
